"","4","12","0.0017","HIGH","Sample","F","DJHR","1.516","43","NA","Sample.Key","Type","Site","Analyst","Mass.of.Soil","Total.Volume","Concentration"
"198",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",4,"CalStd","","",NA,NA,5
"199",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",4,"CalStd","","",NA,NA,5
"200",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",4,"CalStd","","",NA,NA,5
"201",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",4,"CalStd","","",NA,NA,5
"202",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",4,"CalStd","","",NA,NA,5
"203",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",4,"CalStd","","",NA,NA,5
"204",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",4,"CalStd","","",NA,NA,5
"205",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",4,"CalStd","","",NA,NA,5
"206",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",4,"CalStd","","",NA,NA,5
"207",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",4,"CalStd","","",NA,NA,5
"208",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",4,"CalStd","","",NA,NA,5
"209",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",4,"CalStd","","",NA,NA,5
"210",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",4,"CalStd","","",NA,NA,5
"211",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",4,"CalStd","","",NA,NA,5
"212",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",4,"CalStd","","",NA,NA,5
"213",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",4,"CalStd","","",NA,NA,5
"214",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",4,"CalStd","","",NA,NA,5
"215",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",4,"CalStd","","",NA,NA,5
"216",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",4,"CalStd","","",NA,NA,5
"217",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",4,"CalStd","","",NA,NA,5
"218",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",4,"CalStd","","",NA,NA,5
"219",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",4,"CalStd","","",NA,NA,5
"220",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",4,"CalStd","","",NA,NA,5
"221",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",5,"CalStd","","",NA,NA,10
"222",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",5,"CalStd","","",NA,NA,10
"223",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",5,"CalStd","","",NA,NA,10
"224",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",5,"CalStd","","",NA,NA,10
"225",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",5,"CalStd","","",NA,NA,10
"226",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",5,"CalStd","","",NA,NA,10
"227",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",5,"CalStd","","",NA,NA,10
"228",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",5,"CalStd","","",NA,NA,10
"229",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",5,"CalStd","","",NA,NA,10
"230",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",5,"CalStd","","",NA,NA,10
"231",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",5,"CalStd","","",NA,NA,10
"232",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",5,"CalStd","","",NA,NA,10
"233",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",5,"CalStd","","",NA,NA,10
"234",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",5,"CalStd","","",NA,NA,10
"235",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",5,"CalStd","","",NA,NA,10
"236",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",5,"CalStd","","",NA,NA,10
"237",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",5,"CalStd","","",NA,NA,10
"238",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",5,"CalStd","","",NA,NA,10
"239",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",5,"CalStd","","",NA,NA,10
"240",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",5,"CalStd","","",NA,NA,10
"241",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",5,"CalStd","","",NA,NA,10
"242",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",5,"CalStd","","",NA,NA,10
"243",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",5,"CalStd","","",NA,NA,10
"244",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",5,"CalStd","","",NA,NA,10
"245",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",5,"CalStd","","",NA,NA,10
"246",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",5,"CalStd","","",NA,NA,10
"247",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",5,"CalStd","","",NA,NA,10
"248",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",5,"CalStd","","",NA,NA,10
"249",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",5,"CalStd","","",NA,NA,10
"250",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",5,"CalStd","","",NA,NA,10
"251",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",5,"CalStd","","",NA,NA,10
"252",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",5,"CalStd","","",NA,NA,10
"253",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",5,"CalStd","","",NA,NA,10
"254",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",5,"CalStd","","",NA,NA,10
"255",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",5,"CalStd","","",NA,NA,10
"256",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",5,"CalStd","","",NA,NA,10
"257",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",5,"CalStd","","",NA,NA,10
"258",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",5,"CalStd","","",NA,NA,10
"259",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",5,"CalStd","","",NA,NA,10
"260",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",5,"CalStd","","",NA,NA,10
"261",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",5,"CalStd","","",NA,NA,10
"262",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",5,"CalStd","","",NA,NA,10
"263",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",5,"CalStd","","",NA,NA,10
"264",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",5,"CalStd","","",NA,NA,10
"265",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",5,"CalStd","","",NA,NA,10
"266",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",5,"CalStd","","",NA,NA,10
"267",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",5,"CalStd","","",NA,NA,10
"268",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",5,"CalStd","","",NA,NA,10
"269",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",5,"CalStd","","",NA,NA,10
"270",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",5,"CalStd","","",NA,NA,10
"271",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",5,"CalStd","","",NA,NA,10
"272",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",5,"CalStd","","",NA,NA,10
"273",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",5,"CalStd","","",NA,NA,10
"274",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",5,"CalStd","","",NA,NA,10
"275",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",5,"CalStd","","",NA,NA,10
"276",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"277",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"278",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"279",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"280",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"281",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"282",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"283",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",6,"Sample","C","MRMJ",1.5009,45,NA
"284",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"285",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"286",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"287",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"288",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"289",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"290",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"291",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"292",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",6,"Sample","C","MRMJ",1.5009,45,NA
"293",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",6,"Sample","C","MRMJ",1.5009,45,NA
"294",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",6,"Sample","C","MRMJ",1.5009,45,NA
"295",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",6,"Sample","C","MRMJ",1.5009,45,NA
"296",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",6,"Sample","C","MRMJ",1.5009,45,NA
"297",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",6,"Sample","C","MRMJ",1.5009,45,NA
"298",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"299",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"300",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",6,"Sample","C","MRMJ",1.5009,45,NA
"301",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"302",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"303",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"304",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"305",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"306",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"307",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"308",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"309",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"310",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"311",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",6,"Sample","C","MRMJ",1.5009,45,NA
"312",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"313",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"314",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"315",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"316",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"317",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"318",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"319",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"320",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",6,"Sample","C","MRMJ",1.5009,45,NA
"321",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",6,"Sample","C","MRMJ",1.5009,45,NA
